20031119	20031120	 Abbeville, LA	 formation	10 minutes
19951019	19951019	 Vancouver, WA		3 min.
19950804	19950804	 Vancouver, WA		3 min.
19930502	19950502	 Vancouver, WA		
19970614	19970619	 Vancouver, WA	 light	5 min.
19980923	19980923	 Vancouver, WA	 fireball	5 seconds
19981019	19981019	 Vancouver, WA	 light	3-5 seconds
19981023	19981028	 Vancouver, WA	 other	1-2 min.
19990102	19990110	 Vancouver, WA	 fireball	10 seconds
19980420	19990428	 Vancouver, WA	 sphere	1 second
19980531	19980606	 Vancouver, WA	 triangle	1.00
19990710	19990710	 Vancouver, WA	 circle	4 min
19990813	19990813	 Vancouver, WA	 circle	20 min
19990727	19990805	 Vancouver, WA	 light	3-4 mins
19990914	19990915	 Vancouver, WA	 diamond	1 min.
19990902	19990911	 Vancouver, WA	 sphere	00:20
19990607	20000115	 Vancouver, WA	 sphere	21:45
19991226	20000105	 Vancouver, WA	 unknown	10 - 15 seconds
20000317	20000317	 Vancouver, WA	 unknown	1 min
20000715	20000715	 Vancouver, WA	 circle	5 minutes
20000803	20000803	 Vancouver, WA	 disk	45 seconds
20000915	20000915	 Vancouver, WA	 light	10 plus minutes
20000914	20000914	 Vancouver, WA	 egg	1 1/2 min.
20010106	20010108	 Vancouver, WA	 diamond	20 seconds
20010115	20010116	 Vancouver, WA	 changing	1hr./15min.
20010106	20010108	 Vancouver, WA	 other	Current
20010212	20010212	 Vancouver, WA	 egg	Silver Ball
20010119	20010228	 Vancouver, WA	 fireball	minute
19980725	20010715	 Vancouver, WA	 triangle	15 min
20010628	20010629	 Vancouver, WA	 chevron	20 seconds
20010814	20010814	 Vancouver, WA	 light	5 min.
20010621	20010621	 Vancouver, WA		1 min
20010907	20010907	 Vancouver, WA	 oval	5 - 7 sec.
20010910	20010911	 Vancouver, WA	 light	4-6 seconds
20000724	20000724	 Vancouver, WA	 light	15 min
20011224	20011225	 Vancouver, WA	 light	5 seconds
19980227	20011203	 Vancouver, WA	 circle	5 mins?
20021005	20021006	 Vancouver, WA	 fireball	6 seconds
20020918	20020919	 Vancouver, WA	 other	5 min
20021128	20021128	 Vancouver, WA	 fireball	1 min
19710601	20030125	 Vancouver, WA	 disk	3 min.
20020807	20030210	 Vancouver, WA	 disk	00:25
20030704	20030706	 Vancouver, WA	 egg	2 minutes
20030718	20030720	 Vancouver, WA	 rectangle	15-20 seconds
20030728	20030729	 Vancouver, WA	 triangle	5 Minutes
20031023	20031024	 Vancouver, WA	 circle	seconds
20041003	20041012	 Vancouver, WA	 unknown	15 Minutes
20050210	20050211	 Vancouver, WA	 egg	1 hour 10 minutes
20050526	20050528	 Vancouver, WA	 disk	35 sec
20050824	20050825	 Vancouver, WA	 circle	7-15Min
20050716	20050716	 Vancouver, WA	 flash	2. to 3 min
20051009	20051009	 Vancouver, WA	 light	~.08 seconds
20051016	20051017	 Vancouver, WA	 circle	2 to 3 seconds aprox
20060429	20060430	 Vancouver, WA	 triangle	:10
20060605	20060608	 Vancouver, WA	 light	15
20040415	20060708	 Vancouver, WA	 sphere	2 minutes
20060721	20060721	 Vancouver, WA	 disk	nearly an hour
20060907	20060907	 Vancouver, WA	 light	7 Minutes
20061128	20061129	 Vancouver, WA	 changing	30 sec. -1 min
20070114	20070114	 Vancouver, WA	 unknown	2 hours
20070420	20070424	 Vancouver, WA	 light	4 sec
19990815	20070722	 Vancouver, WA	 unknown	10 min
20070811	20070812	 Vancouver, WA	 unknown	01:00
20080708	20080708	 Vancouver, WA	 rectangle	:20 min.
20080620	20080620	 Vancouver, WA	 unknown	1 minute
20080904	20080904	 Vancouver, WA	 light	1 hour +
20090301	20090301	 Vancouver, WA	 fireball	1 SECOND
20090708	20090708	 Vancouver, WA	 other	10 second
20090523	20090524	 Vancouver, WA	 unknown	45 MIN
20090718	20090718	 Vancouver, WA	 circle	4 minutes
20090911	20090912	 Vancouver, WA	 light	2-3 min
20091226	20091226	 Vancouver, WA	 light	20 seconds
20050621	20100225	 Vancouver, WA	 circle	30-40 seconds
20100420	20100426	 Vancouver, WA	 sphere	16 minutes
20100402	20100417	 Vancouver, WA	 triangle	30 seconds
20060617	20100613	 Vancouver, WA	 disk	20 minutes
20100708	20100710	 Vancouver, WA	 light	5 minutes
20100704	20100722	 Vancouver, WA	 formation	30 min
20100704	20100709	 Vancouver, WA	 fireball	30 MINS
20100728	20100728	 Vancouver, WA	 fireball	10 min.
20100704	20100710	 Vancouver, WA	 oval	1 minute
20100708	20100709	 Vancouver, WA	 circle	2  minutes
20100709	20100711	 Vancouver, WA	 triangle	10 min.
20100708	20100708	 Vancouver, WA	 light	1 minute
20100709	20100710	 Vancouver, WA		15-20 seconds
20100704	20100712	 Vancouver, WA	 sphere	2-3 mins.
20100824	20100825	 Vancouver, WA	 fireball	5 mins
19880115	20031018	 Vandalia, MO	 triangle	10 minutes
19890601	20071102	 Vandalia, MO	 triangle	30 minutes
19991116	19991210	 Vandalia, OH	 fireball	15-20 secs
20000226	20000228	 Vandalia, OH	 light	2 hours,approx.
19570803	20031220	 Vandalia, OH	 disk	5-min.
20090904	20090905	 Vandalia, OH	 triangle	1 minute
19710630	20080219	 Vandenberg AFB, CA	 disk	unknown
19990223	19990224	 Vandenburg AFB, CA		
19830715	20020821	 Vanderbilt, MI	 other	15min-?
20051001	20051001	 Vanderbilt, MI	 circle	
20050714	20051123	 Vanderbilt, MI	 other	West
20061029	20061030	 Vanderbilt, MI		
20060220	20060220	 Vandercook Lake, MI	 light	5 Sec
19810608	20070425	 Vandergrift, PA	 disk	3 minutes
19970703	19970719	 Vanleer, TN	 formation	45 mins
19990421	19990421	 Vantage (Between Kittas and Vantage), WA	 other	15 Seconds
19990323	19990512	 Vantage (Eof, across Columbia River), WA		20 min.
19950218	19950220	 Vantage, WA		
20071026	20071028	 Vanvouver (Canada), BC	 cigar	30 seconds
20020702	20020703	 Varennes (Canada), PQ	 triangle	5 seconds
20050914	20051016	 Various counties, IA	 fireball	5-7 Seconds
20090101	20090604	 various, CA	 other	various
20090724	20090724	 Varna (Bulgaria),	 light	80 min
20040428	20040428	 Varnville, SC	 triangle	5 minutes
19980915	20050302	 Varysburg, NY	 sphere	5 min
19971115	20081124	 Varysburg, NY	 triangle	15 sec
19990417	19990419	 Vashon Island (near Seattle), WA	 triangle	5 minutes -?
19950815	19950815	 Vashon Island, WA		2 sec.
19961214	19961217	 Vashon Island, WA		1 sec.
19961130	19961130	 Vashon Island, WA		1 sec.
19981122	19981126	 Vashon Island, WA	 other	5 seconds
20011015	20011016	 Vashon Island, WA	 fireball	2 seconds
20030715	20030809	 Vashon Island, WA	 unknown	5-10 minutes
20030811	20030812	 Vashon Island, WA	 light	30 min
20031226	20031227	 Vashon Island, WA	 light	1 minute
20040407	20040409	 Vashon Island, WA	 fireball	15 mintues
19760715	20050313	 Vashon Island, WA	 sphere	5 sec.
19940606	20070303	 Vashon Island, WA	 unknown	?
20050922	20050922	 Vashon, WA	 fireball	1 second
20100623	20100624	 Vashon, WA	 diamond	90 minutes
19981006	19981107	 Vass (Town of, on hwy #1), NC	 circle	3 sec.
20000309	20000321	 Vassalboro, ME	 other	10 min?
19650628	20001008	 Vassalboro, ME	 disk	1 min
20010828	20010829	 Vassalboro, ME	 fireball	moment
19600601	20070519	 Vassalboro, ME	 oval	1-2 hr
20091204	20091204	 Vassalboro, ME	 light	3 to 5 minutes
20080917	20080925	 Vassar, MI	 fireball	1 min
20090518	20090518	 Vassar, MI	 unknown	12 seconds
20090731	20090803	 Vassar, MI	 circle	3 minutes
19671101	20031212	 Vaucouleurs (LorFrance,	 light	2 min.
20010110	20010113	 Vaudreuil (Canada), PQ	 changing	6 min.
20070630	20070713	 Vaudreuil (Canada), QC	 light	8 seconds
20030609	20030609	 Vaudreuil-Dorion (Canada), PQ	 unknown	aprox 10 sec
20051026	20051027	 Vaudreuil-Dorion (Canada), QC	 unknown	30 seconds
20050826	20050826	 Vaughan (Canada), ON	 flash	10 seconds
20080901	20080902	 Vaughan (Canada), ON	 light	20 mins
20020711	20020717	 Vaughan (North of Toronto) (Canada), ON	 rectangle	5m30s
20070113	20070521	 Vaughn (Canada), ON	 cigar	30 seconds
20080218	20080302	" Vaughn (Hwy 285; south of), NM"	 light	15 minutes
19880901	20080707	 Vaughn, NM	 unknown	uncertain
20090623	20090625	 Vaughn, NM	 triangle	10 sec.
20001001	20001023	 Vaughn, WA	 formation	9:00 minutes
20060811	20060810	 Vaxjo (Sweden),	 rectangle	30 seconds
19700601	20100118	 Veagus (Puerto Rico),		15 minutes
20010925	20010926	 Veedersburg, IN	 triangle	approx. 15min
20041216	20041215	 Veedersburg, IN	 light	5 minutes
19980401	19980704	 Vega Alta (Puerto Rico) (north side), PR	 sphere	1 minute or 2
19981011	19981011	 Vega Baja (Puerto Rico), PR	 cigar	2 minutes
19680703	20040126	 Vega, TX	 disk	5 minutes
19960915	20030728	 Vegreville (Canada), AB	 cylinder	approx: 30 minutes
20080625	20080625	 Velika Gorica (Croatia),	 circle	
20080625	20080626	 Velika Gorica (Croatia),	 circle	5 sec
20090612	20090615	 Veliko Tarnovo (Bulgaria),	 sphere	7-10 seconds
20070822	20070930	 Velson Noord (Netherlands),	 light	10 minutes
20100220	20100220	 Venetia, PA	 sphere	very brief
20090102	20090109	 Venetie, AK	 circle	5 min.
19961229	20080907	 Venezuela,	 disk	30-45 seconds
20000719	20000720	 Venice, CA	 cigar	3 minutes
20000424	20001128	 Venice, CA	 diamond	10:00
20010310	20010812	 Venice, CA	 cylinder	5-10 seconds
19990311	20010718	 Venice, CA	 fireball	three seconds +
20040527	20040623	 Venice, CA	 other	4 minutes
20051124	20060312	 Venice, CA	 light	20 min.
20061230	20061230	 Venice, CA	 formation	6 seconds
20080418	20080519	 Venice, CA	 light	30 seconds
20091116	20091117	 Venice, CA	 light	15 SEC.
20091126	20091127	 Venice, CA	 changing	5-8 minutes
20100823	20100824	 Venice, CA	 unknown	~5 min.
19960522	19960522	 Venice, Fl		3 min.
20000301	20000302	 Venice, FL	 fireball	4 seconds
20020827	20020828	 Venice, FL	 triangle	30 seconds
20031017	20031021	 Venice, FL	 triangle	2 minutes
20031108	20031116	 Venice, FL	 flash	seconds
20050904	20050905	 Venice, FL		15 seconds
20060102	20060102	 Venice, FL	 circle	approximately 5 minutes
20070711	20070711	 Venice, FL	 sphere	20 Minutes
19970630	20100727	 Venice, FL	 cigar	10 minutes
20090526	20090530	 Venice, LA	 changing	15-20 minutes
20030824	20030826	 Venice, NE	 light	3 secs
20030920	20030922	 Venice, NE	 other	Several minutes
20030824	20041107	 Venice, NE	 flash	3 seconds
20000307	20000312	 Venice/North Port, FL	 oval	1 minute
19960809	20000229	 Ventnor, NJ	 circle	5 min.
20080717	20080718	 Ventnor, NJ	 other	10 seconds
19950329	19950330	 Ventura, CA		45 sec.
19990418	19990428	 Ventura, CA	 light	20-30 minutes
19990518	19990518	 Ventura, CA	 oval	3-5 seconds
20000208	20000209	 Ventura, CA	 light	15 min
19991018	19991123	 Ventura, CA	 unknown	5min
20010208	20010214	 Ventura, CA	 other	5 minutes
20010929	20011001	 Ventura, CA	 other	5 min
20010819	20010827	 Ventura, CA	 rectangle	10 seconds
20000614	20020523	 Ventura, CA	 circle	1.5 - 2 hours
20020522	20020522	 Ventura, CA	 fireball	
20020520	20020522	 Ventura, CA	 cone	1 hour
20020518	20020521	 Ventura, CA	 teardrop	5 minutes
20020522	20020522	 Ventura, CA	 circle	5-7 min
20020521	20020522	 Ventura, CA	 sphere	15 minutes
20020517	20020522	 Ventura, CA	 cone	15 minutes
20020525	20020529	 Ventura, CA	 light	about 15 seconds
20020526	20020527	 Ventura, CA	 disk	5 min
20020610	20020613	 Ventura, CA	 triangle	45 seconds
20021206	20021206	 Ventura, CA	 changing	10 minutes
20030506	20030507	 Ventura, CA	 circle	45 seconds
20030515	20030517	 Ventura, CA	 triangle	5 sec
20030515	20030519	 Ventura, CA	 triangle	10 sec.
20030608	20030728	 Ventura, CA	 other	1 minute
19920408	20031025	 Ventura, CA	 disk	10 min
20040510	20040513	 Ventura, CA	 triangle	15-20 sec
20041114	20041114	 Ventura, CA	 formation	4 minutes
20050213	20050216	 Ventura, CA	 other	15 sec
20050829	20050829	 Ventura, CA	 light	1.5 minutes
20050930	20051002	 Ventura, CA	 sphere	5-8 seconds
20051101	20051101	 Ventura, CA	 fireball	30 seconds
20051117	20051117	 Ventura, CA	 oval	4 minutes
20051016	20051025	 Ventura, CA	 oval	40 mins.
20051112	20051112	 Ventura, CA	 oval	10 minutes
19740415	20060413	 Ventura, CA	 circle	3-4minutes
20061223	20070101	 Ventura, CA	 light	3 seconds
20070108	20070109	 Ventura, CA	 sphere	3 to 5 min
20070622	20070622	 Ventura, CA	 chevron	4 seconds
19670601	20071109	 Ventura, CA	 cigar	5 - 10 minutes
20080524	20080524	 Ventura, CA	 chevron	15 minutes
20080619	20080620	 Ventura, CA	 changing	20 seconds
20090104	20090104	 Ventura, CA	 chevron	20 minutes
20090326	20090326	 Ventura, CA	 formation	3 minutes
20091125	20091125	 Ventura, CA	 chevron	6 seconds
20091116	20091116	 Ventura, CA	 formation	7 seconds
20100527	20100601	 Ventura, CA	 light	10 minutes
20100415	20100416	 Ventura, CA	 triangle	8 seconds
20090828	20090828	 Ventura, IA	 unknown	1 minute
20100320	20100623	 Venus, FL	 circle	2 minutes
19741125	20050317	 Verbena, AL	 sphere	5 minutes
20100612	20100613	 Verdi, CA	 light	Approx 4-5 mins.
20030929	20031008	 Verdi, NV	 oval	5 seconds
20030707	20030710	 Verdun (Canada), PQ	 other	5 to 6 seconds
20070219	20070219	 Vereeniging (South Africa),	 circle	2min
20090702	20090817	 Vergas, MN	 formation	2 min
19970710	20070103	" Vergel de la Sierra (mountain name; near no city) (Mexico),"	 triangle	7 seconds
19990725	19990918	" Verhalen (between Balmorea &amp; Pecos, TX"	 diamond	35 seconds
20000615	20020812	 Verl, Paderborn, Kaunitz (Germany),	 formation	10 Minutes
20000928	20000928	 Vermilion, OH	 disk	about 30 secs.
20060415	20060424	 Vermilion, OH	 cylinder	5 minutes
20050508	20050508	 Vermillion Parish, LA	 light	1-2 minutes
19881007	20070103	 Vermillion, OH	 rectangle	10min
20030912	20030913	 Vermillion, SD	 rectangle	5-7 seconds
20070704	20070807	 Vermillion, SD	 light	20 minutes
20070917	20070917	 Vermont, IL	 light	60 Seconds
19660612	20051017	 Vermontville, MI	 oval	seconds
20081101	20081031	 Vermontville, MI	 light	about 30 secs.
19981019	19981106	 Vernal, UT	 unknown	2:00 hrs.
19990911	19990911	 Vernal, UT	 chevron	5-6 minutes
20030914	20030915	 Vernal, UT	 light	2 hours
20040508	20040508	 Vernal, UT	 triangle	1-2 minutes
20090925	20090926	 Vernal, UT	 sphere	5 min
20010912	20030816	 Vernon (Canada), BC	 other	
20030727	20030820	 Vernon (Canada), BC	 disk	"approx; 20 minutes"
19991106	20030816	 Vernon (Canada), BC	 sphere	
20030812	20030814	 Vernon (Canada), BC	 other	
20030420	20030814	 Vernon (Canada), BC	 unknown	30 minutes
20030724	20030725	 Vernon (Canada), BC	 triangle	5minutes
20030830	20030907	 Vernon (Canada), BC	 fireball	several seconds
20031026	20031105	 Vernon (Canada), BC	 other	5 mins
20031203	20031204	 Vernon (Canada), BC	 light	20 minutes
20031130	20031201	 Vernon (Canada), BC	 light	8 to 9 minutes
20031115	20031120	 Vernon (Canada), BC	 light	4 to 5 seconds
20040214	20040310	 Vernon (Canada), BC	 other	unknown
20040329	20040330	 Vernon (Canada), BC	 other	5 minutes
20030728	20040411	 Vernon (Canada), BC	 other	"approx; 45 minutes"
20040408	20040411	 Vernon (Canada), BC	 other	approx: 3 seconds
20040411	20040412	 Vernon (Canada), BC	 other	
20040517	20040523	 Vernon (Canada), BC	 other	
20040519	20040523	 Vernon (Canada), BC	 other	varies
20051031	20051031	 Vernon (Canada), BC	 unknown	APPOX.7MIN.
20051205	20051205	 Vernon (Canada), BC	 cigar	7 minutes
20070316	20070316	 Vernon (Canada), BC	 unknown	less than a minute
19690829	20080518	 Vernon (Canada), BC	 cigar	4 seconds
20080725	20081102	 Vernon (Canada), BC	 cylinder	20 minutes
20010709	20010709	 Vernon Hills, IL	 circle	3 minutes
20020509	20020510	 Vernon Hills, IL	 flash	3 SECONDS
20100219	20100219	 Vernon Hills, IL	 light	Few minutes
19851115	20050925	 Vernon Valley, NJ	 other	5 - 10 minutes
20071228	20071230	 Vernon, AZ	 light	
20040903	20040907	 Vernon, CT	 triangle	20 seconds
20090920	20090924	 Vernon, CT	 circle	3 seconds
19990317	19990317	 Vernon, NJ	 cylinder	10 to 15 minutes
19811130	19990220	 Vernon, NJ	 triangle	4 minutes
20100206	20100223	 Vernon, NJ	 triangle	3 minutes
20081129	20081129	 Vernon, TX	 light	undetermined
20090521	20090520	 Vernon, VT	 light	10 min
20070103	20070104	 Vernon, WI	 oval	1 minute
20031126	20031126	 Vernonia, OR	 sphere	30 seconds
19980307	19980309	 Vero Beach (Northern), FL	 formation	2.5 minutes
19960219	19960219	 Vero Beach, FL		35 min.
19980606	19980607	 Vero Beach, FL	 light	1 MIN
20000408	20000415	 Vero Beach, FL	 diamond	5-10 minutes
20020926	20020929	 Vero Beach, FL	 fireball	
19700516	20030816	 Vero Beach, FL	 oval	2 min
20040729	20040730	 Vero Beach, FL	 triangle	45 mins
20060506	20060507	 Vero Beach, FL	 circle	00:30
20071010	20071011	 Vero Beach, FL	 unknown	30 seconds
20080414	20080414	 Vero Beach, FL	 cigar	3 minutes
20090407	20090407	 Vero Beach, FL	 light	5 sec
20090801	20090802	 Vero Beach, FL	 light	5 minutes
20091203	20091210	 Vero Beach, FL	 light	30 Seconds
20091118	20091118	 Vero Beach, FL	 formation	7 min
20091221	20091221	 Vero Beach, FL	 fireball	5 minutes
20090513	20090513	 Vero, FL	 other	days
20040831	20040831	 Verona, NY	 other	15 mins
20051221	20051221	 Verona, NY	 disk	1-3 minutes
20060403	20060403	 Verona, PA	 other	4-5min
20011022	20011026	 Verona, WI	 triangle	7 seconds
19990825	20000719	 Versailles (east of), IN	 sphere	2 to 3 minutes
20080130	20081020	 Versailles, KY	 sphere	6 minutes
20070606	20090217	 Versailles, KY	 unknown	7 min
19950709	19950711	 Versailles, MO		5 hrs.
19950709	19950711	 Versailles, MO		5 hrs.
20020923	20020923	 Vershire, VT	 circle	so far: 3 hrs
20020220	20020220	 Vestaburg, MI		Approx.30 minutes
19990530	19990531	 Vestal, NY	 cylinder	5 minutes
19990618	19990625	 Vestal, NY	 cylinder	3 minutes
19990726	19990729	 Vestal, NY	 light	1 Min
20010402	20010521	 Vestal, NY	 light	10 seconds
20080902	20080904	 Vestal, NY	 egg	5 minutes
20090322	20090322	 Vestal, NY	 formation	15 seconds
20060630	20100504	 Viareggio (Lucca) (Italy),	 formation	20 second
19990701	20001110	 Viborg (Denmark),	 light	1 hour
20090105	20090502	 Viby Sjealland (Denmark),	 light	30 seconds
19810815	20090215	 Vichy, MO	 unknown	1-3 Min.
20020206	20020207	 Vicksburg, AZ	 changing	hours
19991116	19991217	 Vicksburg, MI	 fireball	10 seconds
20040519	20040524	 Vicksburg, MI	 disk	
20090704	20090705	 Vicksburg, MI	 light	15-20 Minutes then back f
19991002	19991003	 Vicksburg, MS	 circle	2 minutees
20010515	20010623	 Vicksburg, MS	 oval	5/15/01
20011116	20011119	 Vicksburg, MS	 teardrop	10 min.
20080426	20080428	 Vicksburg, MS	 flash	10seconds
20000924	20000929	 Victor, CO	 cylinder	4 or 5 minutes
20000422	20000422	 Victor, IA	 fireball	5 seconds
20100713	20100829	 Victor, ID	 changing	5-10 minutes
19860129	19990501	 Victor, MT	 circle	5 min
19860228	19990501	 Victor, MT	 circle	8 min.
20070826	20071024	 Victor, NY	 flash	2 seconds +
20000525	20080202	 Victor, NY	 disk	1 minute
20040515	20080520	 Victor, NY	 disk	35 seconds
20090711	20090829	 Victor, NY	 light	30 seconds
20081006	20090829	 Victor, NY	 sphere	2 minutes
19990923	19990924	 Victor/Teton Mountain Range, ID	 formation	25 minutes
20080605	20080605	 Victoria (Australia),	 unknown	5 seconds
19980618	19980525	 Victoria (Canada), BC	 light	25 sec
19980923	19980923	 Victoria (Canada), BC	 fireball	5 seconds
19960929	19981220	 Victoria (Canada), BC	 light	20:00 min.
19990902	19990902	 Victoria (Canada), BC	 other	seconds (repeated)
19991017	19991029	 Victoria (Canada), BC	 teardrop	5 min approx.
20000623	20000624	 Victoria (Canada), BC	 unknown	10 seconds
20001010	20001014	 Victoria (Canada), BC	 cylinder	30seconds
19960618	20010208	 Victoria (Canada), BC	 other	5 miutes
20010812	20010812	 Victoria (Canada), BC	 oval	4 Minutes
20010812	20010812	 Victoria (Canada), BC	 formation	10 MINUTES
20010702	20010702	 Victoria (Canada), BC	 sphere	5 sec.
20011004	20011004	 Victoria (Canada), BC	 light	10 seconds
20010819	20010819	 Victoria (Canada), BC	 light	30 seconds
20011231	20020101	 Victoria (Canada), BC	 disk	20 seconds
20020228	20020302	 Victoria (Canada), BC	 circle	less then one min
